Rank,Title,Score,Chapters/Volumes,Published,Link
9215,Henteko na Ai: Nagabe Tanpenshuu,6.89,Manga (1 vols),Jan 2016 - May 2019,https://myanimelist.net/manga/128807/Henteko_na_Ai__Nagabe_Tanpenshuu
9216,The Villain's Savior,6.89,Manhwa (? vols),Apr 2019 - May 2021,https://myanimelist.net/manga/129296/The_Villains_Savior
9217,Burn the Witch,6.89,Manga (? vols),Aug 2020 -,https://myanimelist.net/manga/129370/Burn_the_Witch
9218,Imouto no Tomodachi ga Nani Kangaeteru no ka Wakaranai,6.89,Manga (? vols),Apr 2020 - Apr 2022,https://myanimelist.net/manga/129566/Imouto_no_Tomodachi_ga_Nani_Kangaeteru_no_ka_Wakaranai
9219,Odoru Respawn,6.89,Manga (? vols),Dec 2018 -,https://myanimelist.net/manga/130652/Odoru_Respawn
9220,Aishitagari no Maison,6.89,Manga (6 vols),Aug 2019 - Jun 2021,https://myanimelist.net/manga/130974/Aishitagari_no_Maison
9221,Days on Fes,6.89,Manga (5 vols),Sep 2018 - Jul 2020,https://myanimelist.net/manga/131714/Days_on_Fes
9222,Osananajimi no Kao ga Yosugite Sakaraenai,6.89,Manga (1 vols),Apr 2020 - Aug 2020,https://myanimelist.net/manga/131794/Osananajimi_no_Kao_ga_Yosugite_Sakaraenai
9223,Wash Me Hug Me!,6.89,One-shot (? vols),Sep 2020 - Sep 2020,https://myanimelist.net/manga/132942/Wash_Me_Hug_Me
9224,Nankoufuraku no Maoujou e Youkoso: Debuff wa Fuyou to Yuusha Party wo Oidasareta Kuro Madoushi, Maougun no Saikou Kanbu ni Mukaerareru,6.89,Manga (? vols),Apr 2020 -,https://myanimelist.net/manga/135028/Nankoufuraku_no_Maoujou_e_Youkoso__Debuff_wa_Fuyou_to_Yuusha_Party_wo_Oidasareta_Kuro_Madoushi_Maougun_no_Saikou_Kanbu_ni_Mukaerareru
9225,Moshi Role Playing Game no Sekai ni SNS ga Attara,6.89,Manga (2 vols),Feb 2019 - Jun 2020,https://myanimelist.net/manga/136857/Moshi_Role_Playing_Game_no_Sekai_ni_SNS_ga_Attara
9226,God Seeker,6.89,Manga (2 vols),Jan 2010 - Nov 2011,https://myanimelist.net/manga/19195/God_Seeker
9227,Uchuu no SPARROW,6.89,One-shot (? vols),Dec 2009 - Dec 2009,https://myanimelist.net/manga/19283/Uchuu_no_SPARROW
9228,A-kun (17) no Sensou: I, the Tycoon?,6.89,Manga (2 vols),Oct 2007 - Mar 2008,https://myanimelist.net/manga/19554/A-kun_17_no_Sensou__I_the_Tycoon
9229,Heavy Object,6.89,Manga (1 vols),Dec 2009 - Feb 2011,https://myanimelist.net/manga/20947/Heavy_Object
9230,New Mok Yeon-Ah Honeymoon Diary,6.89,Manhwa (13 vols),2005 -,https://myanimelist.net/manga/22027/New_Mok_Yeon-Ah_Honeymoon_Diary
9231,Bucchigiri Cabin Attendant,6.89,Manga (5 vols),Dec 2007 - Feb 2009,https://myanimelist.net/manga/22151/Bucchigiri_Cabin_Attendant
9232,Pocket Monsters Emerald: Chousen!! Battle Frontier,6.89,Manga (1 vols),Jun 2005 - Jun 2005,https://myanimelist.net/manga/22408/Pocket_Monsters_Emerald__Chousen_Battle_Frontier
9233,Fractale,6.89,Manga (3 vols),Sep 2010 - Nov 2011,https://myanimelist.net/manga/22900/Fractale
9234,Legend Hustle,6.89,Manhwa (6 vols),2009 -,https://myanimelist.net/manga/23087/Legend_Hustle
9235,Himitsu no Akuma-chan,6.89,Manga (3 vols),Apr 2010 - Feb 2014,https://myanimelist.net/manga/23282/Himitsu_no_Akuma-chan
9236,Osomatsu-kun,6.89,Manga (34 vols),1962 - 1988,https://myanimelist.net/manga/24033/Osomatsu-kun
9237,Princess no Shitsuren,6.89,Manga (1 vols),Sep 2011 - Sep 2011,https://myanimelist.net/manga/26402/Princess_no_Shitsuren
9238,Koguresou Monogatari,6.89,Manga (1 vols),Feb 2011 - Aug 2011,https://myanimelist.net/manga/32023/Koguresou_Monogatari
9239,Rinne no Lagrange: Akatsuki no Memoria,6.89,Manga (4 vols),Sep 2011 - Jan 2013,https://myanimelist.net/manga/35849/Rinne_no_Lagrange__Akatsuki_no_Memoria
9240,Tobari,6.89,One-shot (? vols),Jul 2010 - Jul 2010,https://myanimelist.net/manga/39307/Tobari
9241,In Bura!: Bishoujo Kyuuketsuki no Hazukashii Himitsu,6.89,Manga (2 vols),Mar 2012 - Apr 2013,https://myanimelist.net/manga/39839/In_Bura__Bishoujo_Kyuuketsuki_no_Hazukashii_Himitsu
9242,Nine Ten!,6.89,One-shot (? vols),-,https://myanimelist.net/manga/45041/Nine_Ten
9243,Audience with Her Majesty the Queen,6.89,Manhua (? vols),Sep 2009 -,https://myanimelist.net/manga/45477/Audience_with_Her_Majesty_the_Queen
9244,Kanojo ga Flag wo Oraretara,6.89,Light Novel (16 vols),Dec 2011 - Sep 2016,https://myanimelist.net/manga/45970/Kanojo_ga_Flag_wo_Oraretara
9245,Neko to Watashi no Kinyoubi,6.89,Manga (11 vols),Feb 2013 - Nov 2015,https://myanimelist.net/manga/46152/Neko_to_Watashi_no_Kinyoubi
9246,Crime Crime: Hard Luck Woman,6.89,One-shot (? vols),Mar 2013 - Mar 2013,https://myanimelist.net/manga/50125/Crime_Crime__Hard_Luck_Woman
9247,Ibara no Kanmuri,6.89,Manga (2 vols),Apr 2013 - Mar 2014,https://myanimelist.net/manga/50813/Ibara_no_Kanmuri
9248,Absolute Duo,6.89,Manga (4 vols),Apr 2013 - Jul 2017,https://myanimelist.net/manga/51023/Absolute_Duo
9249,Wallman,6.89,Manga (3 vols),Jun 2013 - Jan 2015,https://myanimelist.net/manga/54325/Wallman
9250,Otogi Taisen Phantasma,6.89,Manga (3 vols),Mar 2013 - May 2014,https://myanimelist.net/manga/56431/Otogi_Taisen_Phantasma
9251,Youkai Kyoushitsu,6.89,Manga (1 vols),Mar 2013 - Oct 2014,https://myanimelist.net/manga/58245/Youkai_Kyoushitsu
9252,Yankee-kun na Yamada-kun to Megane-chan to Majo,6.89,One-shot (? vols),Dec 2013 - Dec 2013,https://myanimelist.net/manga/62393/Yankee-kun_na_Yamada-kun_to_Megane-chan_to_Majo
9253,Koi ga Saku Koro Sakura Doki: Charming Scarlet,6.89,Manga (2 vols),Oct 2013 - Nov 2014,https://myanimelist.net/manga/64125/Koi_ga_Saku_Koro_Sakura_Doki__Charming_Scarlet
9254,Hyakuren no Haou to Seiyaku no Valkyria,6.89,Light Novel (? vols),Jul 2013 -,https://myanimelist.net/manga/67259/Hyakuren_no_Haou_to_Seiyaku_no_Valkyria
9255,Tsukiyoda Sadame no Sekai no Sukuikata,6.89,Manga (2 vols),Sep 2013 - May 2014,https://myanimelist.net/manga/70199/Tsukiyoda_Sadame_no_Sekai_no_Sukuikata
9256,Hoshigami no Satsuki,6.89,One-shot (? vols),Sep 2014 - Sep 2014,https://myanimelist.net/manga/79985/Hoshigami_no_Satsuki
9257,Shitsuren Pet to Juui-sama,6.89,Manga (? vols),Dec 2012 - Apr 2013,https://myanimelist.net/manga/81175/Shitsuren_Pet_to_Juui-sama
9258,Tokyo ESP x Ga-Rei: Shadow Walker,6.89,Manga (1 vols),Mar 2014 - Jul 2014,https://myanimelist.net/manga/81705/Tokyo_ESP_x_Ga-Rei__Shadow_Walker
9259,Dansanjoshi,6.89,Manga (6 vols),May 2014 - Dec 2016,https://myanimelist.net/manga/82349/Dansanjoshi
9260,Milkyway Hitchhiking,6.89,Manhwa (3 vols),Feb 2011 - Nov 2012,https://myanimelist.net/manga/84667/Milkyway_Hitchhiking
9261,Hakugin Gymnasium,6.89,Manga (2 vols),May 2013 - 2014,https://myanimelist.net/manga/86175/Hakugin_Gymnasium
9262,Koi to Yokubou no Susume,6.89,Manga (1 vols),Nov 2013 - Nov 2013,https://myanimelist.net/manga/86966/Koi_to_Yokubou_no_Susume
9263,Arcana,6.89,Manhwa (11 vols),2003 -,https://myanimelist.net/manga/125/Arcana
9264,Clamp Gakuen Tanteidan,6.89,Manga (3 vols),Jan 1992 - Oct 1993,https://myanimelist.net/manga/130/Clamp_Gakuen_Tanteidan
9265,I.N.V.U.,6.89,Manhwa (5 vols),2000 - 2008,https://myanimelist.net/manga/370/INVU
9266,One,6.89,Manhwa (11 vols),1998 - 2002,https://myanimelist.net/manga/468/One
9267,Soshite Koi ga Hajimaru,6.89,Manga (1 vols),2003 - 2003,https://myanimelist.net/manga/807/Soshite_Koi_ga_Hajimaru
9268,Renai Shijou Shugi,6.89,Manga (8 vols),Aug 2002 - May 2004,https://myanimelist.net/manga/828/Renai_Shijou_Shugi
9269,Ohikkoshi,6.89,Manga (1 vols),Jun 2002 - Jun 2002,https://myanimelist.net/manga/1126/Ohikkoshi
9270,Kon Kon KoKon,6.89,Manga (? vols),Jun 2007 -,https://myanimelist.net/manga/1139/Kon_Kon_KoKon
9271,Slow Step,6.89,Manga (7 vols),Sep 1986 - Mar 1991,https://myanimelist.net/manga/1203/Slow_Step
9272,Itsumo Misora,6.89,Manga (5 vols),May 2000 - May 2001,https://myanimelist.net/manga/1204/Itsumo_Misora
9273,Suki Shite Sadist,6.89,Manga (2 vols),1996 - 1996,https://myanimelist.net/manga/1321/Suki_Shite_Sadist
9274,Devil,6.89,Manga (2 vols),Jun 1999 - Aug 2001,https://myanimelist.net/manga/1389/Devil
9275,Galaxy Angel Parody,6.89,Manga (3 vols),2003 - 2004,https://myanimelist.net/manga/1703/Galaxy_Angel_Parody
9276,Koyubi wa Amaku Sasayaku,6.89,One-shot (? vols),Mar 2004 - Mar 2004,https://myanimelist.net/manga/2841/Koyubi_wa_Amaku_Sasayaku
9277,Otogibanashi wo Anata ni,6.89,Manga (1 vols),2001 -,https://myanimelist.net/manga/2967/Otogibanashi_wo_Anata_ni
9278,Tekken Chinmi Gaiden,6.89,Manga (? vols),Jul 1997 -,https://myanimelist.net/manga/2983/Tekken_Chinmi_Gaiden
9279,Hanasaki Sentimental,6.89,Manga (1 vols),-,https://myanimelist.net/manga/3190/Hanasaki_Sentimental
9280,Knighting Knight,6.89,Manga (2 vols),-,https://myanimelist.net/manga/3385/Knighting_Knight
9281,Kidou Butouden G Gundam,6.89,Manga (3 vols),Apr 1994 - Apr 1995,https://myanimelist.net/manga/3510/Kidou_Butouden_G_Gundam
9282,Haridama Taima Juku,6.89,Manga (1 vols),Dec 2005 - Dec 2005,https://myanimelist.net/manga/3513/Haridama_Taima_Juku
9283,Air Master,6.89,Manga (28 vols),Nov 1996 - Mar 2006,https://myanimelist.net/manga/3533/Air_Master
9284,RH Plus,6.89,Manga (4 vols),Mar 2006 - 2009,https://myanimelist.net/manga/3642/RH_Plus
9285,Shuugaku Ryokou no Susume☆,6.89,One-shot (? vols),Apr 2003 - Apr 2003,https://myanimelist.net/manga/3895/Shuugaku_Ryokou_no_Susume☆
9286,Kootetsu no Hana,6.89,Manga (1 vols),Aug 2003 - Sep 2005,https://myanimelist.net/manga/3949/Kootetsu_no_Hana
9287,Kanon,6.89,Manga (1 vols),Dec 2002 - Dec 2002,https://myanimelist.net/manga/4197/Kanon
9288,Love Laboratory,6.89,Manga (1 vols),-,https://myanimelist.net/manga/4348/Love_Laboratory
9289,Koigokoro Fantasia,6.89,Manga (1 vols),1998 - 1998,https://myanimelist.net/manga/4357/Koigokoro_Fantasia
9290,Monster Soul,6.89,Manga (2 vols),Dec 2005 - Aug 2007,https://myanimelist.net/manga/4358/Monster_Soul
9291,Suzunari!,6.89,Manga (2 vols),Sep 2006 - Jun 2007,https://myanimelist.net/manga/4456/Suzunari
9292,Tabecha Dame,6.89,Manga (1 vols),2006 - 2006,https://myanimelist.net/manga/4497/Tabecha_Dame
9293,Itoshi no Goshujinsama,6.89,Manga (1 vols),2005 - 2005,https://myanimelist.net/manga/4567/Itoshi_no_Goshujinsama
9294,Anchoko!,6.89,Manga (1 vols),2005 - 2005,https://myanimelist.net/manga/4578/Anchoko
9295,Shirayuki Poppu,6.89,One-shot (? vols),2007 - 2007,https://myanimelist.net/manga/4946/Shirayuki_Poppu
9296,Miss Prince,6.89,Manga (1 vols),1999 -,https://myanimelist.net/manga/5171/Miss_Prince
9297,Senmu no Inu,6.89,Manga (1 vols),Jan 1994 - Feb 1999,https://myanimelist.net/manga/5405/Senmu_no_Inu
9298,Elite Sama Koi Shiyou,6.89,Manga (1 vols),2005 - 2005,https://myanimelist.net/manga/5967/Elite_Sama_Koi_Shiyou
9299,NuiguruMix♥,6.89,Manga (5 vols),Feb 2006 - Dec 2007,https://myanimelist.net/manga/6226/NuiguruMix♥
9300,Choco to Mint to,6.89,Manga (1 vols),Dec 2006 - Dec 2006,https://myanimelist.net/manga/6608/Choco_to_Mint_to
9301,Aoi Destruction!,6.89,Manga (1 vols),Apr 2007 - 2007,https://myanimelist.net/manga/7085/Aoi_Destruction
9302,Maken-Ki!,6.89,Manga (24 vols),Jun 2007 - Feb 2020,https://myanimelist.net/manga/7186/Maken-Ki
9303,...Seishunchuu!,6.89,Manga (2 vols),1998 -,https://myanimelist.net/manga/7886/Seishunchuu
9304,Dominion C1 Conflict,6.89,Manga (1 vols),1992 - 1992,https://myanimelist.net/manga/8350/Dominion_C1_Conflict
9305,Susanoou,6.89,Manga (9 vols),Jul 1979 - Mar 1981,https://myanimelist.net/manga/8566/Susanoou
9306,Pahanjip,6.89,Manhwa (6 vols),2006 - 2008,https://myanimelist.net/manga/8829/Pahanjip
9307,E.D.D: Eliminate Dangerous Doctors,6.89,Manga (5 vols),May 2006 - Nov 2009,https://myanimelist.net/manga/9783/EDD__Eliminate_Dangerous_Doctors
9308,Zig☆Zag Don,6.89,Manga (6 vols),Jul 2002 - Oct 2004,https://myanimelist.net/manga/10656/Zig☆Zag_Don
9309,Kämpfer,6.89,Manga (10 vols),Feb 2008 - Jun 2013,https://myanimelist.net/manga/11606/Kämpfer
9310,Necromanesque,6.89,Manga (3 vols),Dec 2006 - Jun 2009,https://myanimelist.net/manga/11644/Necromanesque
9311,Kitsune to Atori,6.89,Manga (1 vols),Jun 2007 - Jun 2007,https://myanimelist.net/manga/11802/Kitsune_to_Atori
9312,Anima Cal Livs,6.89,Manga (4 vols),Nov 2008 - Nov 2008,https://myanimelist.net/manga/12190/Anima_Cal_Livs
9313,Majo wa Nido Aegu,6.89,Manga (6 vols),Feb 2009 - Mar 2011,https://myanimelist.net/manga/13160/Majo_wa_Nido_Aegu
9314,Majimoji Rurumo,6.89,Manga (7 vols),May 2007 - Dec 2010,https://myanimelist.net/manga/13254/Majimoji_Rurumo
9315,Holy Glory,6.89,Manga (1 vols),Feb 2009 - May 2009,https://myanimelist.net/manga/13455/Holy_Glory
9316,The Evil Prince,6.89,One-shot (? vols),-,https://myanimelist.net/manga/13791/The_Evil_Prince
9317,Magetsukan Kitan,6.89,Manga (5 vols),Nov 2003 - Apr 2007,https://myanimelist.net/manga/13999/Magetsukan_Kitan
9318,Dogs dj - M.M.M. Works Annex feat. Bado Nails,6.89,Doujinshi (1 vols),May 2002 - May 2002,https://myanimelist.net/manga/14456/Dogs_dj_-_MMM_Works_Annex_feat_Bado_Nails
9319,Heaven Company,6.89,Manga (1 vols),Jun 2004 - Dec 2008,https://myanimelist.net/manga/15704/Heaven_Company
9320,Million Girl,6.89,Manga (3 vols),Aug 2009 - Jul 2010,https://myanimelist.net/manga/15806/Million_Girl
9321,Tiji-kun!,6.89,Manga (3 vols),2009 - Oct 2010,https://myanimelist.net/manga/16604/Tiji-kun
9322,Short Program 3,6.89,Manga (1 vols),Jan 1992 - Jan 2007,https://myanimelist.net/manga/17319/Short_Program_3
9323,Hensoku-kei Quadrangle,6.89,Manga (5 vols),Apr 2015 - Feb 2017,https://myanimelist.net/manga/89706/Hensoku-kei_Quadrangle
9324,Mononofu,6.89,Manga (5 vols),Sep 2015 - Jul 2016,https://myanimelist.net/manga/92834/Mononofu
9325,Legend,6.89,Manga (? vols),Sep 2015 -,https://myanimelist.net/manga/92890/Legend
9326,Choujin Koukousei-tachi wa Isekai demo Yoyuu de Ikinuku you desu!,6.89,Light Novel (10 vols),Oct 2015 - Feb 2020,https://myanimelist.net/manga/93074/Choujin_Koukousei-tachi_wa_Isekai_demo_Yoyuu_de_Ikinuku_you_desu
9327,Kyuusekai no Majo,6.89,One-shot (? vols),Jul 2014 - Jul 2014,https://myanimelist.net/manga/94286/Kyuusekai_no_Majo
9328,Code Geass: Boukoku no Akito,6.89,Light Novel (3 vols),Jul 2013 - Jun 2016,https://myanimelist.net/manga/95655/Code_Geass__Boukoku_no_Akito
9329,Kamachi Kazuma Toaru Majutsu no Index 10-shuunen: Shokuhou Misaki Figure-hen,6.89,Light Novel (1 vols),Jul 2015 - Jul 2015,https://myanimelist.net/manga/96618/Kamachi_Kazuma_Toaru_Majutsu_no_Index_10-shuunen__Shokuhou_Misaki_Figure-hen
9330,Danganronpa Gaiden: Killer Killer,6.89,Manga (3 vols),Mar 2016 - Apr 2017,https://myanimelist.net/manga/97327/Danganronpa_Gaiden__Killer_Killer
9331,Puku Yuri,6.89,Manga (1 vols),Dec 2011 - Dec 2015,https://myanimelist.net/manga/98304/Puku_Yuri
9332,Shiba Occhan,6.89,Manga (1 vols),Nov 2014 - Nov 2014,https://myanimelist.net/manga/98305/Shiba_Occhan
9333,BlazBlue: Variable Heart,6.89,Manga (3 vols),Jun 2016 - Dec 2017,https://myanimelist.net/manga/99746/BlazBlue__Variable_Heart
9334,Astroid,6.89,Manga (? vols),Aug 1989 - May 1991,https://myanimelist.net/manga/102752/Astroid
9335,Isekai wa Smartphone to Tomo ni.,6.89,Manga (? vols),Nov 2016 -,https://myanimelist.net/manga/105645/Isekai_wa_Smartphone_to_Tomo_ni
9336,Hare no Kuni no Appare-dan,6.89,Manga (1 vols),Nov 2016 - Mar 2017,https://myanimelist.net/manga/106254/Hare_no_Kuni_no_Appare-dan
9337,Mari no Kakuu Sekai,6.88,One-shot (? vols),May 2013 - May 2013,https://myanimelist.net/manga/89969/Mari_no_Kakuu_Sekai
9338,Koi Furu Colorful: Zenbu Kimi to Hajimete,6.88,Manga (? vols),Jun 2015 -,https://myanimelist.net/manga/90088/Koi_Furu_Colorful__Zenbu_Kimi_to_Hajimete
9339,Memento Mori,6.88,Manga (1 vols),Mar 2013 - Sep 2013,https://myanimelist.net/manga/94341/Memento_Mori
9340,Unlucky Young Men,6.88,Manga (2 vols),2004 - 2006,https://myanimelist.net/manga/94448/Unlucky_Young_Men
9341,Boruto: Naruto Next Generations,6.88,Manga (? vols),May 2016 -,https://myanimelist.net/manga/95210/Boruto__Naruto_Next_Generations
9342,Koisuru nante Kiitenai,6.88,Manga (1 vols),Mar 2016 - May 2016,https://myanimelist.net/manga/98749/Koisuru_nante_Kiitenai
9343,Dr. Prisoner,6.88,Manga (4 vols),Jun 2016 - Jan 2017,https://myanimelist.net/manga/100077/Dr_Prisoner
9344,Ore wa Busamen: Nekotsuzuri,6.88,Manga (1 vols),Jan 2014 - Jul 2014,https://myanimelist.net/manga/100634/Ore_wa_Busamen__Nekotsuzuri
9345,Gamers!,6.88,Manga (7 vols),Oct 2016 - Jul 2019,https://myanimelist.net/manga/102015/Gamers
9346,Meikyuu Black Company,6.88,Manga (? vols),Dec 2016 -,https://myanimelist.net/manga/103001/Meikyuu_Black_Company
9347,Elf-san wa Yaserarenai.,6.88,Manga (? vols),Dec 2016 -,https://myanimelist.net/manga/103314/Elf-san_wa_Yaserarenai
9348,Kiss mo Shiranai Kuse ni,6.88,Manga (1 vols),Jan 2014 - Jan 2015,https://myanimelist.net/manga/108807/Kiss_mo_Shiranai_Kuse_ni
9349,Alice ∞ Wonderland,6.88,Manga (? vols),2006 -,https://myanimelist.net/manga/18550/Alice_∞_Wonderland
9350,Kaiyuu no Mori,6.88,Manga (1 vols),Nov 2008 - Nov 2009,https://myanimelist.net/manga/19463/Kaiyuu_no_Mori
9351,Tsujimura-san wa Himitsu,6.88,One-shot (? vols),Dec 2009 - Dec 2009,https://myanimelist.net/manga/20701/Tsujimura-san_wa_Himitsu
9352,Hands Off!!,6.88,One-shot (? vols),2010 - 2010,https://myanimelist.net/manga/20772/Hands_Off
9353,Ruka to Ita Natsu,6.88,Manga (4 vols),Mar 2001 - Sep 2003,https://myanimelist.net/manga/21342/Ruka_to_Ita_Natsu
9354,Sensei ni, Ageru.,6.88,Manga (3 vols),Jul 2010 - Apr 2011,https://myanimelist.net/manga/21575/Sensei_ni_Ageru
9355,Gunjou - Ai ga Shizunda Umi no Iro,6.88,Manga (1 vols),2009 -,https://myanimelist.net/manga/22509/Gunjou_-_Ai_ga_Shizunda_Umi_no_Iro
9356,Shima Shima,6.88,Manga (12 vols),Apr 2008 - Sep 2010,https://myanimelist.net/manga/22817/Shima_Shima
9357,Billionaire Girl,6.88,Manga (3 vols),Sep 2009 - Dec 2013,https://myanimelist.net/manga/23588/Billionaire_Girl
9358,Hakuouki SSL,6.88,Manga (2 vols),2013 - 2014,https://myanimelist.net/manga/24656/Hakuouki_SSL
9359,Big Sister VS Big Brother,6.88,Manhwa (15 vols),-,https://myanimelist.net/manga/25393/Big_Sister_VS_Big_Brother
9360,Hikoukigumo,6.88,Manga (3 vols),2001 - 2001,https://myanimelist.net/manga/25762/Hikoukigumo
9361,Sayonara Chocolate,6.88,Manga (1 vols),2011 - 2011,https://myanimelist.net/manga/26863/Sayonara_Chocolate
9362,Soukai no Eve,6.88,Manga (3 vols),Jan 2011 - Jul 2012,https://myanimelist.net/manga/28279/Soukai_no_Eve
9363,Akuma to Duet,6.88,Manga (1 vols),Jul 2009 - Nov 2010,https://myanimelist.net/manga/28587/Akuma_to_Duet
9364,Hinamizawa Teiryuujo: Higurashi no Naku Koro ni Genten,6.88,Manga (1 vols),Oct 2011 - Jul 2012,https://myanimelist.net/manga/30139/Hinamizawa_Teiryuujo__Higurashi_no_Naku_Koro_ni_Genten
9365,Full Metal Panic! Another,6.88,Manga (6 vols),Oct 2011 - Jul 2014,https://myanimelist.net/manga/30741/Full_Metal_Panic_Another
9366,Kuro Tenkousei,6.88,One-shot (? vols),2010 - 2010,https://myanimelist.net/manga/31301/Kuro_Tenkousei
9367,Black Yagi to Gekiyaku Madeleine,6.88,Manga (1 vols),Jul 2011 - Mar 2012,https://myanimelist.net/manga/33891/Black_Yagi_to_Gekiyaku_Madeleine
9368,Old Home no Haibane-tachi: Bangai-hen,6.88,Doujinshi (1 vols),Dec 2002 - Dec 2002,https://myanimelist.net/manga/34211/Old_Home_no_Haibane-tachi__Bangai-hen
9369,Kingyozaka Noboru,6.88,Manga (5 vols),Aug 2012 - Jun 2015,https://myanimelist.net/manga/40923/Kingyozaka_Noboru
9370,Husk of Eden,6.88,Manga (4 vols),May 2012 - Nov 2014,https://myanimelist.net/manga/47489/Husk_of_Eden
9371,17-sai, Kiss to Dilemma,6.88,Manga (4 vols),Feb 2013 - Nov 2013,https://myanimelist.net/manga/48825/17-sai_Kiss_to_Dilemma
9372,Chouko to Ippon Shoubu nanoda!,6.88,One-shot (? vols),Feb 2013 - Feb 2013,https://myanimelist.net/manga/49941/Chouko_to_Ippon_Shoubu_nanoda
9373,The Hellbound,6.88,Manhwa (2 vols),Aug 2019 - Aug 2020,https://myanimelist.net/manga/140567/The_Hellbound
9374,Tricked Into Becoming the Heroine's Stepmother,6.88,Manhwa (? vols),Apr 2021 -,https://myanimelist.net/manga/147332/Tricked_Into_Becoming_the_Heroines_Stepmother
9375,False Confession,6.88,Manhwa (? vols),Oct 2019 -,https://myanimelist.net/manga/147786/False_Confession
9376,Maou Kyoudai,6.88,Manga (4 vols),Aug 2016 - Jun 2019,https://myanimelist.net/manga/109559/Maou_Kyoudai
9377,Class ga Isekai Shoukan sareta Naka Ore dake Nokotta n desu ga,6.88,Light Novel (? vols),Sep 2017 -,https://myanimelist.net/manga/109825/Class_ga_Isekai_Shoukan_sareta_Naka_Ore_dake_Nokotta_n_desu_ga
9378,Buccafé!,6.88,Manga (? vols),Apr 2017 -,https://myanimelist.net/manga/110900/Buccafé
9379,Isekai Yururi Kikou: Kosodateshinagara Boukensha Shimasu,6.88,Manga (? vols),Jan 2018 -,https://myanimelist.net/manga/112342/Isekai_Yururi_Kikou__Kosodateshinagara_Boukensha_Shimasu
9380,Rettougan no Tensei Majutsushi,6.88,Light Novel (? vols),Jul 2018 -,https://myanimelist.net/manga/114780/Rettougan_no_Tensei_Majutsushi
9381,Yuri Moyou: Sakimiya 4 Shimai no Koi,6.88,Manga (2 vols),Jul 2018 - Dec 2019,https://myanimelist.net/manga/115891/Yuri_Moyou__Sakimiya_4_Shimai_no_Koi
9382,Todo no Tsumari no Uchouten,6.88,Manga (2 vols),Dec 2017 - Mar 2019,https://myanimelist.net/manga/115960/Todo_no_Tsumari_no_Uchouten
9383,Boukenka ni Narou!: Skill Board de Dungeon Kouryaku,6.88,Manga (? vols),Sep 2018 -,https://myanimelist.net/manga/116008/Boukenka_ni_Narou__Skill_Board_de_Dungeon_Kouryaku
9384,Datte Kimi wa, Osananajimi.,6.88,Manga (1 vols),Mar 2017 - Jan 2018,https://myanimelist.net/manga/116281/Datte_Kimi_wa_Osananajimi
9385,MoMo: The Blood Taker,6.88,Manga (9 vols),Jan 2019 - Jun 2021,https://myanimelist.net/manga/118494/MoMo__The_Blood_Taker
9386,Kagami no Mukou no Saihate Toshokan: Hikari no Yuusha to Itsuwari no Maou,6.88,Manga (2 vols),May 2019 - Jul 2020,https://myanimelist.net/manga/123781/Kagami_no_Mukou_no_Saihate_Toshokan__Hikari_no_Yuusha_to_Itsuwari_no_Maou
9387,Tate no Yuusha no Nariagari Anthology: Raphtalia to Issho,6.88,Manga (1 vols),Dec 2018 - Dec 2018,https://myanimelist.net/manga/127222/Tate_no_Yuusha_no_Nariagari_Anthology__Raphtalia_to_Issho
9388,Teihen Ryoushu no Kanchigai Eiyuutan,6.88,Manga (? vols),Oct 2020 -,https://myanimelist.net/manga/130363/Teihen_Ryoushu_no_Kanchigai_Eiyuutan
9389,Akuyaku Reijou wa Kiraware Kizoku ni Koi wo Suru,6.88,Manga (? vols),Apr 2020 -,https://myanimelist.net/manga/130770/Akuyaku_Reijou_wa_Kiraware_Kizoku_ni_Koi_wo_Suru
9390,Isekai Kuimetsu no Same,6.88,Manga (? vols),Oct 2020 -,https://myanimelist.net/manga/131228/Isekai_Kuimetsu_no_Same
