Rank,Title,Score,Episodes,Airing
346,Villains Are Destined to Die,8.24,Manhwa (? vols),May 2020 -
347,Danshi Koukousei no Nichijou,8.24,Manga (7 vols),May 2009 - Sep 2012
348,Tsurezure Children,8.24,Manga (12 vols),Aug 2014 - Jul 2018
349,Yugami-kun ni wa Tomodachi ga Inai,8.24,Manga (16 vols),May 2012 - May 2019
350,Komi-san wa, Comyushou desu.,8.24,Manga (? vols),May 2016 -
351,Genshiken,8.24,Manga (21 vols),Apr 2002 - Aug 2016
352,Shonan Junai Gumi!,8.24,Manga (31 vols),Sep 1990 - Sep 1996
353,Boogiepop Series,8.24,Light Novel (? vols),Feb 1998 -
354,Solanin,8.24,Manga (2 vols),Jun 2005 - Apr 2006
355,GTO: Shonan 14 Days,8.24,Manga (9 vols),Jun 2009 - Nov 2011
356,Meteor Methuselah,8.23,Manga (11 vols),Aug 1998 - May 2011
357,Saiyuuki Reload,8.23,Manga (10 vols),Mar 2002 - Jun 2009
358,Hikari to Tomo ni...: Jiheishouji wo Kakaete,8.23,Manga (15 vols),Sep 2000 - Apr 2009
359,Tasogare Otome x Amnesia,8.23,Manga (10 vols),Apr 2008 - Sep 2013
360,Aku no Hana,8.23,Manga (11 vols),Sep 2009 - May 2014
361,Hirunaka no Ryuusei,8.23,Manga (12 vols),May 2011 - Nov 2014
362,Mondaiji-tachi ga Isekai kara Kuru Sou desu yo?,8.23,Light Novel (12 vols),Apr 2011 - Apr 2015
363,Tonikaku Kawaii,8.23,Manga (? vols),Feb 2018 -
364,Shimeji Simulation,8.23,Manga (? vols),Jan 2019 -
365,Kishuku Gakkou no Juliet,8.23,Manga (16 vols),Jul 2015 - Sep 2019
366,Kaichou wa Maid-sama!: Marriage,8.23,Manga (1 vols),Nov 2013 - Apr 2018
367,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,8.23,Light Novel (? vols),Jan 2013 -
368,Dead Dead Demon's Dededededestruction,8.23,Manga (12 vols),Apr 2014 - Feb 2022
369,Mahouka Koukou no Rettousei,8.22,Light Novel (32 vols),Jul 2011 - Sep 2020
370,Usogui,8.22,Manga (49 vols),May 2006 - Dec 2017
371,Spirit Fingers,8.22,Manhwa (13 vols),May 2015 - Jul 2018
372,NHK ni Youkoso!,8.22,Novel (1 vols),Jan 2002 - Jan 2002
373,Dandadan,8.21,Manga (? vols),Apr 2021 -
374,Hirayasumi,8.21,Manga (? vols),Apr 2021 -
375,Ultra Heaven,8.21,Manga (3 vols),Jun 2001 - Oct 2009
376,Nukozuke!,8.21,Manga (? vols),Apr 2012 -
377,Hidamari ga Kikoeru,8.21,Manga (1 vols),Dec 2013 - Aug 2014
378,Rookies,8.21,Manga (24 vols),Feb 1998 - Aug 2003
379,Ookiku Furikabutte,8.21,Manga (? vols),Sep 2003 -
380,7 Seeds,8.21,Manga (35 vols),Oct 2001 - May 2017
381,Koori no Mamono no Monogatari,8.21,Manga (24 vols),Aug 1995 - Jun 2003
382,Hitsugikatsugi no Kuro.: Kaichu Tabi no Wa,8.21,Manga (7 vols),Dec 2004 - May 2018
383,Touhou Shinigami: Meteor Methuselah Gaiden,8.21,Manga (1 vols),Oct 2004 - Jun 2007
384,Diamond no Ace,8.21,Manga (47 vols),May 2006 - Jul 2015
385,Dr. Stone,8.21,Manga (26 vols),Mar 2017 - Mar 2022
386,NieR:Automata,8.21,Light Novel (2 vols),Aug 2017 - Oct 2017
387,Bokura no Shokutaku,8.20,Manga (1 vols),Nov 2015 - Jan 2017
388,Last Game,8.20,Manga (11 vols),Aug 2011 - Jun 2016
389,No.6 Beyond,8.20,Novel (1 vols),Nov 2012 - Nov 2012
390,Fushigi Neko no Kyuu-chan,8.20,Manga (? vols),Jan 2018 -
391,Re:Zero kara Hajimeru Isekai Seikatsu: Dai-4 Shou - Seiiki to Gouyoku no Majo,8.20,Manga (? vols),Sep 2019 -
392,Yuu☆Yuu☆Hakusho,8.20,Manga (19 vols),Nov 1990 - Jul 1994
393,Initial D,8.20,Manga (48 vols),Jun 1995 - Jul 2013
394,Adolf ni Tsugu,8.20,Manga (4 vols),Dec 1982 - May 1985
395,Historie,8.20,Manga (? vols),Jan 2003 -
396,Crows,8.20,Manga (26 vols),1990 - 1998
397,Sengoku Youko,8.20,Manga (17 vols),Dec 2007 - May 2016
398,Zankoku na Kami ga Shihai suru,8.20,Manga (17 vols),May 1992 - May 2001
399,Higurashi no Naku Koro ni Kai: Matsuribayashi-hen,8.20,Manga (8 vols),Jun 2008 - Apr 2011
400,Fukigen na Mononokean,8.20,Manga (18 vols),Sep 2013 - Apr 2021
401,Helck,8.20,Manga (12 vols),May 2014 - Dec 2017
402,Innocent,8.19,Manga (9 vols),Jan 2013 - Apr 2015
403,High School DxD,8.19,Light Novel (25 vols),Sep 2008 - Mar 2018
404,Fate/kaleid liner Prisma☆Illya 3rei!!,8.19,Manga (? vols),May 2012 -
405,xxxHOLiC: Rei,8.19,Manga (4 vols),Mar 2013 - Mar 2017
406,Yakusoku no Neverland,8.19,Manga (20 vols),Aug 2016 - Jun 2020
407,Bishoujo Senshi Sailor Moon,8.19,Manga (18 vols),Dec 1991 - Feb 1997
408,Trigun Maximum,8.19,Manga (14 vols),Jul 1998 - Feb 2008
409,The One,8.19,Manhua (18 vols),Jan 2005 - Feb 2014
410,Sora no Otoshimono,8.19,Manga (20 vols),Mar 2007 - Feb 2014
411,Keishichou Tokuhanka 007,8.19,Manga (11 vols),Oct 2006 - Mar 2012
412,Non Non Biyori,8.19,Manga (16 vols),Sep 2009 - Feb 2021
413,Shingetsutan Tsukihime,8.18,Manga (10 vols),Aug 2003 - Jul 2010
414,Fushigi Yuugi: Genbu Kaiden,8.18,Manga (12 vols),Mar 2003 - Feb 2013
415,H2,8.18,Manga (34 vols),1992 - 1999
416,Akumetsu,8.18,Manga (18 vols),Oct 2002 - Apr 2006
417,Kimi to Boku.,8.18,Manga (? vols),Sep 2004 - Mar 2022
418,Date A Live,8.18,Light Novel (22 vols),Mar 2011 - Mar 2020
419,Feng Shen Ji,8.18,Manhua (? vols),2010 - 2011
420,Boku no Hero Academia,8.18,Manga (? vols),Jul 2014 -
421,Bungou Stray Dogs Wan!,8.18,Manga (? vols),Dec 2015 -
422,Bleach: Can't Fear Your Own World,8.18,Light Novel (3 vols),Aug 2017 - Dec 2018
423,Gokushufudou,8.18,Manga (? vols),Feb 2018 -
424,Boku ga Otto ni Deau made,8.18,Manga (1 vols),Apr 2020 - Feb 2021
425,Shuumatsu no Walküre,8.17,Manga (? vols),Nov 2017 -
426,King's Maker,8.17,Manhwa (3 vols),Apr 2017 - Nov 2017
427,Rojica to Rakkasei,8.17,Manga (3 vols),Nov 2017 - Jul 2019
428,Gimai Seikatsu,8.18,Light Novel (? vols),Jan 2021 -
429,Getter Robo Saga,8.17,Manga (9 vols),-
430,Binbougami ga!,8.17,Manga (16 vols),Jun 2008 - Jul 2013
431,Ao Haru Ride,8.17,Light Novel (6 vols),Dec 2011 - Jun 2015
432,Can't See Can't Hear But Love,8.17,Manhwa (6 vols),Oct 2010 - Aug 2011
433,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,8.17,Manga (3 vols),Apr 2012 - Apr 2013
434,Kareshi Kanojo no Jijou,8.17,Manga (21 vols),Dec 1995 - May 2005
435,Uzumaki,8.17,Manga (3 vols),Jan 1998 - Aug 1999
436,NHK ni Youkoso!,8.17,Manga (8 vols),Dec 2003 - Apr 2007
437,Shiawase Kissa 3-choume,8.17,Manga (15 vols),Dec 2004 - Aug 2009
438,Higurashi no Naku Koro ni: Watanagashi-hen,8.17,Manga (2 vols),Apr 2005 - Mar 2006
439,JoJo no Kimyou na Bouken Part 2: Sentou Chouryuu,8.17,Manga (7 vols),Oct 1987 - Mar 1989
440,JoJo no Kimyou na Bouken Part 5: Ougon no Kaze,8.17,Manga (17 vols),Nov 1995 - Mar 1999
441,Something About Us,8.17,Manhwa (5 vols),Oct 2014 - Oct 2016
442,Shingeki no Kyojin: Kuinaki Sentaku,8.17,Manga (2 vols),Nov 2013 - Jun 2014
443,Otouto no Otto,8.17,Manga (4 vols),Sep 2014 - May 2017
444,Ran to Haiiro no Sekai,8.16,Manga (7 vols),Dec 2008 - Apr 2015
445,Ao Haru Ride,8.16,Manga (13 vols),Jan 2011 - Feb 2015
446,Hajishirazu no Purple Haze: JoJo no Kimyou na Bouken yori,8.16,Light Novel (1 vols),Sep 2011 - Sep 2011
447,Mahou Shoujo Madoka★Magica: The Different Story,8.16,Manga (3 vols),Jun 2012 - Nov 2012
448,Ase to Sekken,8.16,Manga (11 vols),Jun 2018 - Jan 2021
449,Her Tale of Shim Chong,8.16,Manhwa (7 vols),Sep 2017 - Mar 2019
450,One Piece: Episode A,8.16,Manga (2 vols),Sep 2020 - Dec 2021
451,Sayonara Zetsubou Sensei,8.16,Manga (30 vols),Apr 2005 - Jun 2012
452,Maison Ikkoku,8.16,Manga (15 vols),Oct 1980 - Apr 1987
453,Emma,8.16,Manga (10 vols),Dec 2001 - Feb 2008
454,City Hunter,8.16,Manga (35 vols),Feb 1985 - Nov 1991
455,Oresama Teacher,8.16,Manga (29 vols),Jul 2007 - Feb 2020
456,Kono Sekai no Katasumi ni,8.16,Manga (3 vols),Jan 2007 - Jan 2009
457,God Child,8.15,Manga (8 vols),May 2001 - Oct 2003
458,Higurashi no Naku Koro ni: Onikakushi-hen,8.15,Manga (2 vols),Mar 2005 - Mar 2006
459,NG Life,8.15,Manga (9 vols),Feb 2006 - Mar 2009
460,Seven Days,8.15,Manga (2 vols),Sep 2007 - Jun 2009
461,Beelzebub,8.15,Manga (28 vols),Feb 2009 - Mar 2015
462,Major,8.15,Manga (78 vols),Jul 1994 - Jul 2010
463,Hoshi Mamoru Inu,8.15,Manga (1 vols),Jul 2008 - Jan 2009
464,Bokura wa Minna Kawai-sou,8.15,Manga (11 vols),Apr 2010 - May 2018
465,Noblesse,8.15,Manhwa (? vols),Dec 2007 - Jan 2019
466,Steins;Gate: Aishin Meizu no Babel,8.15,Manga (4 vols),May 2012 - Jan 2014
467,Bungou Stray Dogs: Dead Apple,8.15,Manga (? vols),Mar 2018 -
468,Shin High School DxD,8.15,Light Novel (? vols),Jul 2018 -
469,One Room Angel,8.15,Manga (1 vols),Oct 2017 - Dec 2018
470,Cardcaptor Sakura: Clear Card-hen,8.15,Manga (? vols),Jun 2016 -
471,Doukyuusei: Gold Ring & Silver Ring,8.14,Manga (1 vols),Nov 2016 - Nov 2016
472,Steins;Gate 0,8.14,Manga (6 vols),Jul 2017 - Feb 2020
473,Cheese in the Trap Season 3,8.14,Manhwa (12 vols),Jan 2013 - Aug 2015
474,Chrno Crusade,8.14,Manga (8 vols),Dec 1998 - May 2004
475,Gunnm: Last Order,8.14,Manga (19 vols),Jul 2001 - Jan 2014
476,Iryuu: Team Medical Dragon,8.14,Manga (25 vols),Nov 2002 - Jan 2011
477,Rosario to Vampire: Season II,8.14,Manga (14 vols),Nov 2007 - Apr 2014
478,Ginga Nagareboshi Gin,8.14,Manga (18 vols),Nov 1983 - Feb 1987
479,Hanma Baki,8.14,Manga (37 vols),Dec 2005 - Aug 2012
480,Baby Steps,8.14,Manga (47 vols),Oct 2007 - Nov 2017
481,Full Metal Panic!,8.14,Light Novel (12 vols),Sep 1998 - Aug 2011
482,Tonari no Kaibutsu-kun,8.14,Manga (13 vols),Aug 2008 - Nov 2013
483,Amaama to Inazuma,8.14,Manga (12 vols),Feb 2013 - Dec 2018
484,Mushoku Tensei: Isekai Ittara Honki Dasu,8.14,Manga (? vols),May 2014 -
485,Dai Densetsu no Yuusha no Densetsu,8.14,Light Novel (? vols),Oct 2007 -
486,Donten ni Warau,8.14,Manga (6 vols),Oct 2010 - May 2013
487,Hikaru ga Chikyuu ni Ita Koro......,8.14,Light Novel (10 vols),May 2011 - Apr 2014
488,Katekyo Hitman Reborn!,8.13,Manga (42 vols),May 2004 - Nov 2012
489,Wild Adapter,8.13,Manga (7 vols),2001 - Mar 2016
490,Kuroko no Basket,8.13,Manga (30 vols),Dec 2008 - Sep 2014
491,Kono Subarashii Sekai ni Shukufuku wo! Spin-off: Kono Subarashii Sekai ni Bakuen wo!,8.13,Light Novel (5 vols),Jul 2014 - Mar 2019
492,Sabishisugite Lesbian Fuuzoku ni Ikimashita Report,8.13,Manga (1 vols),Jun 2016 - Jun 2016
493,Kusuriya no Hitorigoto,8.13,Light Novel (? vols),Aug 2014 -
494,Cheese in the Trap Season 4,8.13,Manhwa (7 vols),Sep 2015 - Mar 2017
495,Hidamari ga Kikoeru: Koufukuron,8.12,Manga (1 vols),Apr 2015 - Feb 2016
496,19 Tian,8.12,Manhua (? vols),Oct 2018 -
497,Souyaku Toaru Majutsu no Index,8.12,Light Novel (? vols),Feb 2020 -
498,Ookami Kodomo no Ame to Yuki,8.12,Novel (1 vols),Jun 2012 - Jun 2012
499,Hikaru no Go,8.12,Manga (23 vols),Dec 1998 - Jul 2003
500,Sakigake!! Cromartie Koukou,8.12,Manga (17 vols),Jul 2000 - May 2006
501,Gantz,8.12,Manga (37 vols),Jul 2000 - Jun 2013
502,Koukou Debut,8.12,Manga (15 vols),Aug 2003 - May 2013
503,Boku no Chikyuu wo Mamotte,8.12,Manga (21 vols),1987 - 1994
504,Majin Tantei Nougami Neuro,8.12,Manga (23 vols),Feb 2005 - Apr 2009
505,Pocket Monsters Special,8.12,Manga (? vols),Apr 1997 -
506,Futatsu no Spica,8.12,Manga (16 vols),Jun 2000 - Aug 2009
507,Girl Friends,8.12,Manga (5 vols),Oct 2006 - Aug 2010
508,Getter Robo Go,8.12,Manga (7 vols),Feb 1991 - Jan 1992
509,One Piece: Strong World,8.12,One-shot (? vols),Nov 2009 - Dec 2009
510,Ouran Koukou Host Club University Special,8.12,Manga (? vols),Jul 2011 - Aug 2011
511,Kase-san Series,8.12,Manga (? vols),Aug 2010 -
512,Majo no Tabitabi,8.12,Light Novel (? vols),Apr 2016 -
513,Re:Zero kara Hajimeru Isekai Seikatsu: Dai-3 Shou - Truth of Zero,8.11,Manga (11 vols),May 2015 - Sep 2019
514,Hitori Koukan Nikki,8.11,Manga (2 vols),May 2016 - Nov 2017
515,Karakai Jouzu no (Moto) Takagi-san,8.11,Manga (? vols),Jul 2017 -
516,X,8.11,Manga (18 vols),Mar 1992 - Mar 2003
517,Kindaichi Shounen no Jikenbo: File Series,8.11,Manga (27 vols),Oct 1992 - Oct 1997
518,Shijou Saikyou no Deshi Kenichi,8.11,Manga (61 vols),Aug 2002 - Sep 2014
519,Vagrant Soldier Ares,8.11,Manhwa (26 vols),2001 - 2007
520,Hokuto no Ken,8.11,Manga (27 vols),Sep 1983 - Jul 1988
521,Magi: Sinbad no Bouken,8.11,Manga (19 vols),May 2013 - May 2018
522,Karakai Jouzu no Takagi-san,8.11,Manga (? vols),Jun 2012 -
523,Owari no Seraph: Ichinose Guren, 16-sai no Catastrophe,8.10,Light Novel (7 vols),Jan 2013 - Dec 2016
524,Baraou no Souretsu,8.10,Manga (17 vols),Oct 2013 - Jan 2022
525,Yahari Ore no Seishun Love Comedy wa Machigatteiru. @comic,8.10,Manga (? vols),Dec 2012 -
526,Orange,8.10,Light Novel (3 vols),Jul 2015 - Mar 2016
527,Sono Bisque Doll wa Koi wo Suru,8.10,Manga (? vols),Jan 2018 -
528,Your Letter,8.10,Manhwa (1 vols),Aug 2018 - Oct 2018
529,The Remarried Empress,8.10,Manhwa (? vols),Oct 2019 -
530,Watashi no Oshi wa Akuyaku Reijou.: Revolution,8.10,Light Novel (? vols),Dec 2021 -
531,Ore Monogatari!!,8.10,Manga (13 vols),Dec 2011 - Jul 2016
532,K: Memory of Red,8.10,Manga (3 vols),May 2012 - Jul 2013
533,High Score Girl,8.10,Manga (10 vols),Oct 2010 - Sep 2018
534,About Death,8.10,Manhwa (2 vols),Sep 2012 - Feb 2013
535,Bokurano,8.10,Manga (11 vols),Nov 2003 - Jun 2009
536,JoJo no Kimyou na Bouken Part 3: Stardust Crusaders,8.10,Manga (16 vols),Mar 1989 - Apr 1992
537,Let Dai,8.10,Manhwa (15 vols),1995 - 2005
538,Shaman King Kanzenban,8.10,Manga (? vols),Mar 2008 - Apr 2009
539,Saraiya Goyou,8.10,Manga (8 vols),Nov 2005 - Jul 2010
540,Beauty Pop,8.09,Manga (10 vols),Sep 2003 - Feb 2008
541,Gunslinger Girl,8.09,Manga (15 vols),May 2002 - Sep 2012
542,Soul Eater,8.09,Manga (25 vols),Jun 2003 - Aug 2013
543,Gokusen,8.09,Manga (15 vols),Dec 1999 - Feb 2007
544,Akagi: Yami ni Oritatta Tensai,8.09,Manga (36 vols),Jun 1991 - Feb 2018
545,Kaze to Ki no Uta,8.09,Manga (17 vols),Feb 1976 - Jun 1984
546,Shigurui,8.09,Manga (15 vols),Jun 2003 - Jul 2010
547,Capeta,8.09,Manga (32 vols),Feb 2003 - Mar 2013
548,Bakuon Rettou,8.09,Manga (18 vols),Oct 2002 - Nov 2012
549,Ningen Shikkaku,8.09,Manga (3 vols),Feb 2009 - Apr 2011
550,Nogi Wakaba wa Yuusha de Aru,8.09,Light Novel (2 vols),Jul 2015 - Jan 2017
551,Shinsetsu Ookami to Koushinryou: Ookami to Youhishi,8.09,Light Novel (? vols),Sep 2016 -
552,Cheese in the Trap Season 2,8.09,Manhwa (9 vols),Jun 2011 - Oct 2012
553,Runway de Waratte,8.09,Manga (22 vols),May 2017 - Jul 2021
554,Hikaru ga Shinda Natsu,8.09,Manga (? vols),Aug 2021 -
555,Gekijouban Mahou Shoujo Madoka★Magica: Shinpen - Hangyaku no Monogatari,8.09,Manga (3 vols),Nov 2013 - Jan 2014
556,Winter Woods,8.09,Manhwa (7 vols),Jul 2014 - Jan 2017
557,Jujutsu Kaisen 0: Tokyo Toritsu Jujutsu Koutou Senmon Gakkou,8.09,Manga (1 vols),Apr 2017 - Jul 2017
558,Sasayaku You ni Koi wo Utau,8.09,Manga (? vols),Feb 2019 -
559,Subete no Jinrui wo Hakai suru. Sorera wa Saisei Dekinai.,8.08,Manga (? vols),Nov 2018 -
560,Jibaku Shounen Hanako-kun 0,8.08,Manga (1 vols),Jun 2014 - Aug 2014
561,Zense Coupling,8.08,Manga (7 vols),Apr 2018 - Apr 2020
562,Dogs: Bullets & Carnage,8.08,Manga (10 vols),Jun 2005 - Mar 2015
563,Five Star Stories,8.08,Manga (? vols),Apr 1986 -
564,Soredemo Machi wa Mawatteiru,8.08,Manga (16 vols),Mar 2005 - Oct 2016
565,Hotarubi no Mori e,8.08,Manga (1 vols),Jun 2002 - Mar 2003
566,Chichi no Koyomi,8.08,Manga (1 vols),Apr 1994 - Sep 1994
567,Oboreru Knife,8.08,Manga (17 vols),Oct 2004 - Dec 2013
568,Adekan,8.08,Manga (? vols),Jul 2007 -
569,Hitoribocchi no ○○ Seikatsu,8.08,Manga (8 vols),Sep 2013 - Apr 2021
570,Mahou Shoujo Madoka★Magica,8.08,Manga (3 vols),Feb 2011 - May 2011
571,Gangsta.,8.08,Manga (? vols),Jan 2011 -
572,The Legend of the Sun Knight,8.07,Light Novel (8 vols),Jul 2007 - Nov 2011
573,Ouran Koukou Host Club Short Special,8.07,One-shot (? vols),Nov 2010 - Nov 2010
574,Byousoku 5 Centimeter,8.07,Novel (1 vols),Nov 2007 - Nov 2007
575,Yamada-kun to 7-nin no Majo,8.07,Manga (28 vols),Feb 2012 - Feb 2017
576,Hyouka,8.07,Manga (? vols),Jan 2012 -
577,Log Horizon,8.07,Light Novel (? vols),Apr 2010 -
578,Ore to Akuma no Blues,8.07,Manga (? vols),Jan 2005 -
579,Higurashi no Naku Koro ni: Tatarigoroshi-hen,8.07,Manga (2 vols),May 2005 - May 2006
580,The Ravages of Time,8.07,Manhua (? vols),Jun 2001 -
581,Tobaku Datenroku Kaiji,8.07,Manga (13 vols),Nov 2004 - Apr 2008
582,Yamamoto Zenjirou to Moushimasu,8.07,Manga (5 vols),Feb 2007 - Aug 2011
583,Saiyuuki Reload Blast,8.07,Manga (? vols),Dec 2009 -
584,Kingdom Hearts: 358/2 Days,8.07,Manga (5 vols),Aug 2009 - Sep 2012
585,Houkago Shounen Hanako-kun,8.07,Manga (? vols),Feb 2018 -
586,The Fantasie of a Stepmother,8.07,Manhwa (? vols),Jul 2019 -
587,Tanaka-kun wa Itsumo Kedaruge,8.07,Manga (13 vols),Jul 2013 - Jul 2019
588,Rokujouma no Shinryakusha!?,8.07,Light Novel (? vols),Mar 2009 -
589,Noragami: Shuuishuu,8.07,Manga (? vols),Nov 2011 -
590,Girls & Panzer: Ribbon no Musha,8.07,Manga (16 vols),Sep 2014 - Mar 2021
591,Nekota no Koto ga Kininatte Shikatanai.,8.07,Manga (10 vols),Apr 2013 - Dec 2016
592,Fate/stay night: Heaven's Feel,8.07,Manga (? vols),May 2015 -
593,Gakkougurashi!,8.06,Manga (12 vols),May 2012 - Nov 2019
594,Higurashi no Naku Koro ni - Dai 1-wa: Onikakushi-hen,8.06,Light Novel (2 vols),Aug 2007 - Sep 2007
595,Naruto,8.06,Manga (72 vols),Sep 1999 - Nov 2014
596,Vassalord.,8.06,Manga (7 vols),Nov 2004 - Feb 2013
597,Oooku,8.06,Manga (19 vols),Jun 2004 - Dec 2020
598,Ashita no Ousama,8.06,Manga (10 vols),1996 - 2001
599,Koi dano Ai dano,8.06,Manga (11 vols),Oct 2009 - Apr 2016
600,Kyoukaisenjou no Horizon,8.06,Light Novel (29 vols),Sep 2008 - Dec 2018
601,Zoku Hoshi Mamoru Inu,8.06,Manga (1 vols),Jul 2009 - Nov 2009
602,Voynich Hotel,8.06,Manga (3 vols),Oct 2006 - Mar 2015
603,Kagerou Daze,8.06,Light Novel (8 vols),May 2012 - Dec 2017
604,Touhou Suzunaan: Forbidden Scrollery.,8.06,Manga (7 vols),Oct 2012 - Jul 2017
605,Shinai naru Boku e Satsui wo Komete,8.06,Manga (11 vols),May 2018 - Sep 2020
606,Urasekai Picnic,8.06,Novel (? vols),Feb 2017 -
607,Heesu in Class 2,8.06,Manhwa (4 vols),Nov 2017 - Jun 2019
608,Saihate no Paladin,8.06,Light Novel (? vols),Mar 2016 -
609,Tokidoki,8.05,One-shot (? vols),Oct 2016 - Oct 2016
610,Senryuu Shoujo,8.05,Manga (13 vols),Oct 2016 - Apr 2020
611,Full Moon wo Sagashite,8.05,Manga (7 vols),Dec 2001 - Apr 2004
612,Vampire Juujikai,8.05,Manga (9 vols),Aug 2003 - Feb 2007
613,Rough,8.05,Manga (12 vols),1987 - 1989
614,Detroit Metal City,8.05,Manga (10 vols),Apr 2005 - Apr 2010
615,D.Gray-man: Reverse,8.05,Light Novel (3 vols),May 2005 - Dec 2010
616,"Bungaku Shoujo" Series,8.05,Light Novel (8 vols),Apr 2006 - Aug 2008
617,Seiyuu Ka!,8.05,Manga (12 vols),Jun 2009 - Feb 2013
618,Steins;Gate: Eigou Kaiki no Pandora,8.05,Manga (? vols),May 2014 -
619,Aoharu x Kikanjuu,8.05,Manga (18 vols),Jun 2012 - Aug 2019
620,Doupo Cangqiong,8.05,Manhua (? vols),Jun 2012 -
621,Re:Zero kara Hajimeru Isekai Seikatsu: Dai-2 Shou - Yashiki no Isshuukan-hen,8.05,Manga (5 vols),Oct 2014 - Oct 2017
622,Hakumei to Mikochi,8.05,Manga (? vols),Apr 2011 -
623,Fate/stay night: Garden of Avalon,8.05,Light Novel (1 vols),Mar 2015 - Mar 2015
624,Summertime Render,8.05,Manga (13 vols),Oct 2017 - Feb 2021
625,Tokidoki Bosotto Russia-go de Dereru Tonari no Aalya-san,8.05,Light Novel (? vols),Feb 2021 -
626,Kokoro Connect,8.05,Light Novel (11 vols),Jan 2010 - Sep 2013
627,Ghost Hunt: Akumu no Sumu Ie,8.05,Manga (3 vols),Jul 2012 - Jul 2016
628,Medaka Box Gaiden: Good Loser Kumagawa,8.05,Light Novel (2 vols),Oct 2012 - Nov 2012
629,Saenai Heroine no Sodatekata,8.05,Light Novel (13 vols),Jul 2012 - Oct 2017
630,Touhou Ibara Kasen: Wild and Horned Hermit.,8.04,Manga (10 vols),Jul 2010 - Jun 2019
631,Mahou Shoujo Madoka★Magica,8.04,Light Novel (2 vols),Aug 2011 - Aug 2011
632,Shigeshoushi,8.04,Manga (7 vols),May 2002 - Apr 2013
633,Gokinjo Monogatari,8.04,Manga (7 vols),Feb 1995 - Oct 1997
634,Boku no Hatsukoi wo Kimi ni Sasagu,8.04,Manga (12 vols),Aug 2005 - Jul 2008
635,Kingyosou,8.04,Manga (2 vols),Aug 2005 - Feb 2007
636,Omoide Emanon,8.04,Manga (1 vols),Sep 2006 - Jan 2008
637,Steins;Gate,8.04,Manga (3 vols),Sep 2009 - Jul 2013
638,Kaoru Hana wa Rin to Saku,8.04,Manga (? vols),Oct 2021 -
639,Usemono Yado,8.04,Manga (3 vols),Mar 2014 - Oct 2015
640,Tsubaki-chou Lonely Planet,8.04,Manga (14 vols),May 2015 - Aug 2019
641,Mystery to Iu nakare,8.04,Manga (? vols),Nov 2017 -
642,Weak Hero,8.04,Manhwa (? vols),May 2018 -
643,Anemone wa Netsu wo Obiru,8.04,Manga (? vols),Nov 2020 -
644,Viral Hit,8.04,Manhwa (? vols),Nov 2019 -
645,Boys Run the Riot,8.03,Manga (4 vols),Jan 2020 - Oct 2020
646,Restart wa Onaka wo Sukasete,8.03,Manga (1 vols),Dec 2019 - Aug 2020
647,Kocchi Muite! Miiko,8.03,Manga (? vols),1995 -
648,Pandora Hearts: Caucus Race,8.03,Light Novel (3 vols),Mar 2011 - May 2013
649,Life,8.03,Manga (20 vols),Apr 2002 - Feb 2009
650,MeruPuri: Märchen☆Prince,8.03,Manga (4 vols),Aug 2002 - Sep 2004
651,Gosick,8.03,Light Novel (9 vols),Dec 2003 - Jul 2011
652,Hidamari Sketch,8.03,Manga (? vols),Feb 2004 -
653,Devilman,8.03,Manga (5 vols),Jun 1972 - Jun 1973
654,Sunadokei,8.03,Manga (10 vols),Aug 2003 - Aug 2006
655,Shoukoku no Altair,8.03,Manga (? vols),Jul 2007 -
656,Megumi no Daigo,8.03,Manga (20 vols),Aug 1995 - Jun 1999
657,Toshokan Sensou: Love & War,8.03,Manga (15 vols),Sep 2007 - Feb 2015
658,Ao no Flag,8.03,Manga (8 vols),Feb 2017 - Apr 2020
659,Chi no Wadachi,8.03,Manga (? vols),Feb 2017 -
660,Tokyo Ghoul,8.03,Light Novel (3 vols),Jul 2013 - Dec 2014
661,Hori-san to Miyamura-kun,8.02,Manga (10 vols),Feb 2007 - Dec 2011
662,10 Dance,8.02,Manga (? vols),Dec 2011 -
663,Yofukashi no Uta,8.02,Manga (? vols),Aug 2019 -
664,Ousama Ranking,8.02,Manga (? vols),Feb 2019 -
665,Kanata no Astra,8.02,Manga (5 vols),May 2016 - Dec 2017
666,Tokyo Babylon,8.02,Manga (7 vols),1990 - 1993
667,Tekkon Kinkreet,8.02,Manga (3 vols),1993 - 1994
668,Saiyuuki,8.02,Manga (9 vols),Feb 1997 - Jan 2002
669,Toradora!,8.02,Manga (? vols),Jul 2007 -
670,Seitokai Yakuindomo,8.02,Manga (22 vols),May 2007 - Nov 2021
671,Koukaku Kidoutai: The Ghost in the Shell,8.01,Manga (1 vols),Mar 1989 - Sep 1991
672,Bokura ga Ita,8.01,Manga (16 vols),Apr 2002 - Feb 2012
673,Cesare: Hakai no Souzousha,8.01,Manga (13 vols),Mar 2005 - Nov 2021
674,Worst,8.01,Manga (33 vols),Sep 2001 - Jul 2013
675,Sumire♡16-sai!!,8.01,Manga (5 vols),May 2006 - Jan 2009
676,Mudazumonaki Kaikaku,8.01,Manga (16 vols),Feb 2006 - 2015
